approval_id,record_id,tier_id,approver_employee_id,approver_role,approved_at,approval_status
A003341,R003341,AR-01,E0010,部门经理,2025-07-12,approved
A003342,R003342,AR-01,E0005,部门经理,2025-02-28,approved
A003343,R003343,AR-01,E0001,部门经理,2025-03-10,approved
A003344,R003344,AR-01,E0006,部门经理,2025-03-19,approved
A003345,R003345,AR-01,E0005,部门经理,2026-01-15,approved
A003346,R003346,AR-01,E0006,部门经理,2025-05-29,approved
A003347,R003347,AR-01,E0005,部门经理,2025-01-25,approved
A003348,R003348,AR-01,E0005,部门经理,2025-03-14,approved
A003349,R003349,AR-01,E0005,部门经理,2025-04-20,approved
A003350,R003350,AR-01,E0006,部门经理,2025-03-23,approved
A003351,R003351,AR-01,E0006,部门经理,2025-11-23,approved
A003352,R003352,AR-01,E0005,部门经理,2025-12-08,approved
A003353,R003353,AR-01,E0004,部门经理,2025-05-11,approved
A003354,R003354,AR-01,E0005,部门经理,2025-12-11,approved
A003355,R003355,AR-01,E0004,部门经理,2025-07-10,approved
A003356,R003356,AR-01,E0010,部门经理,2025-06-03,approved
A003357,R003357,AR-01,E0005,部门经理,2026-01-08,approved
A003358,R003358,AR-01,E0005,部门经理,2025-07-26,approved
A003359,R003359,AR-01,E0007,部门经理,2025-08-04,approved
A003360,R003360,AR-01,E0006,部门经理,2025-12-18,approved
A003361,R003361,AR-01,E0001,部门经理,2025-09-26,approved
A003362,R003362,AR-01,E0004,部门经理,2025-07-05,approved
A003363,R003363,AR-01,E0002,部门经理,2025-10-29,approved
A003364,R003364,AR-01,E0004,部门经理,2025-08-07,approved
A003365,R003365,AR-01,E0005,部门经理,2025-03-22,approved
A003366,R003366,AR-02,E0005,部门经理,2025-07-14,approved
A003367,R003367,AR-01,E0007,部门经理,2025-10-06,approved
A003368,R003368,AR-01,E0010,部门经理,2026-01-15,approved
A003369,R003369,AR-01,E0008,部门经理,2025-05-08,approved
A003370,R003370,AR-01,E0001,部门经理,2025-06-05,approved
A003371,R003371,AR-01,E0005,部门经理,2026-01-02,approved
A003372,R003372,AR-01,E0007,部门经理,2025-08-08,approved
A003373,R003373,AR-01,E0003,部门经理,2025-09-17,approved
A003374,R003374,AR-01,E0006,部门经理,2025-07-13,approved
A003375,R003375,AR-01,E0006,部门经理,2025-03-16,approved
A003376,R003376,AR-01,E0009,部门经理,2026-01-04,approved
A003377,R003377,AR-01,E0002,部门经理,2025-03-27,approved
A003378,R003378,AR-01,E0009,部门经理,2025-02-10,approved
A003379,R003379,AR-01,E0010,部门经理,2025-04-23,approved
A003380,R003380,AR-01,E0002,部门经理,2026-01-07,approved
A003381,R003381,AR-01,E0008,部门经理,2026-01-07,approved
A003382,R003382,AR-01,E0004,部门经理,2025-08-14,approved
A003383,R003383,AR-01,E0004,部门经理,2025-09-04,approved
A003384,R003384,AR-01,E0005,部门经理,2025-02-05,approved
A003385,R003385,AR-01,E0004,部门经理,2025-07-05,approved
A003386,R003386,AR-01,E0003,部门经理,2025-11-29,approved
A003387,R003387,AR-01,E0008,部门经理,2025-10-27,approved
A003388,R003388,AR-01,E0008,部门经理,2025-05-05,approved
A003389,R003389,AR-01,E0007,部门经理,2025-11-20,approved
A003390,R003390,AR-01,E0004,部门经理,2025-03-14,approved
A003391,R003391,AR-01,E0005,部门经理,2025-11-26,approved
A003392,R003392,AR-01,E0004,部门经理,2025-03-07,approved
A003393,R003393,AR-01,E0009,部门经理,2025-08-17,approved
A003394,R003394,AR-01,E0005,部门经理,2026-01-05,approved
A003395,R003395,AR-01,E0007,部门经理,2025-09-30,approved
A003396,R003396,AR-01,E0001,部门经理,2025-12-08,approved
A003397,R003397,AR-01,E0006,部门经理,2025-08-01,approved
A003398,R003398,AR-01,E0001,部门经理,2025-12-08,approved
A003399,R003399,AR-01,E0004,部门经理,2025-05-21,approved
A003400,R003400,AR-01,E0004,部门经理,2025-02-20,approved
A003401,R003401,AR-02,E0007,部门经理,2025-11-22,approved
A003402,R003402,AR-01,E0006,部门经理,2025-08-19,approved
A003403,R003403,AR-01,E0001,部门经理,2026-01-07,approved
A003404,R003404,AR-01,E0006,部门经理,2025-12-18,approved
A003405,R003405,AR-01,E0001,部门经理,2026-01-14,approved
A003406,R003406,AR-01,E0006,部门经理,2025-12-05,approved
A003407,R003407,AR-01,E0004,部门经理,2025-07-12,approved
A003408,R003408,AR-01,E0003,部门经理,2025-11-08,approved
A003409,R003409,AR-01,E0008,部门经理,2025-10-12,approved
A003410,R003410,AR-01,E0004,部门经理,2025-07-01,approved
A003411,R003411,AR-01,E0003,部门经理,2025-09-13,approved
A003412,R003412,AR-01,E0006,部门经理,2025-11-18,approved
A003413,R003413,AR-01,E0007,部门经理,2025-08-31,approved
A003414,R003414,AR-01,E0005,部门经理,2025-05-04,approved
A003415,R003415,AR-01,E0001,部门经理,2025-02-28,approved
A003416,R003416,AR-01,E0008,部门经理,2026-01-04,approved
A003417,R003417,AR-01,E0009,部门经理,2025-06-08,approved
A003418,R003418,AR-01,E0006,部门经理,2025-07-27,approved
A003419,R003419,AR-01,E0003,部门经理,2025-10-06,approved
A003420,R003420,AR-01,E0005,部门经理,2025-09-06,approved
A003421,R003421,AR-01,E0003,部门经理,2025-07-15,approved
A003422,R003422,AR-01,E0007,部门经理,2025-10-14,approved
A003423,R003423,AR-01,E0003,部门经理,2025-11-11,approved
A003424,R003424,AR-01,E0006,部门经理,2026-01-02,approved
A003425,R003425,AR-01,E0004,部门经理,2025-04-24,approved
A003426,R003426,AR-01,E0006,部门经理,2026-01-12,approved
A003427,R003427,AR-01,E0009,部门经理,2025-12-15,approved
A003428,R003428,AR-01,E0004,部门经理,2025-10-14,approved
A003429,R003429,AR-01,E0004,部门经理,2026-01-02,approved
A003430,R003430,AR-01,E0005,部门经理,2025-11-07,approved
A003431,R003431,AR-01,E0004,部门经理,2025-12-16,approved
A003432,R003432,AR-02,E0004,部门经理,2025-08-12,approved
A003433,R003433,AR-01,E0010,部门经理,2025-11-10,approved
A003434,R003434,AR-01,E0006,部门经理,2025-12-17,approved
A003435,R003435,AR-01,E0009,部门经理,2025-04-04,approved
A003436,R003436,AR-01,E0007,部门经理,2025-11-09,approved
A003437,R003437,AR-01,E0004,部门经理,2025-05-28,approved
A003438,R003438,AR-01,E0005,部门经理,2025-04-03,approved
A003439,R003439,AR-01,E0006,部门经理,2025-05-16,approved
A003440,R003440,AR-01,E0006,部门经理,2025-09-08,approved
A003441,R003441,AR-01,E0003,部门经理,2026-01-04,approved
A003442,R003442,AR-01,E0006,部门经理,2025-12-09,approved
A003443,R003443,AR-01,E0004,部门经理,2025-11-22,approved
A003444,R003444,AR-01,E0001,部门经理,2026-01-09,approved
A003445,R003445,AR-01,E0004,部门经理,2025-05-30,approved
A003446,R003446,AR-01,E0005,部门经理,2025-03-13,approved
A003447,R003447,AR-01,E0005,部门经理,2025-11-19,approved
A003448,R003448,AR-01,E0006,部门经理,2025-09-19,approved
A003449,R003449,AR-01,E0010,部门经理,2025-10-26,approved
A003450,R003450,AR-01,E0005,部门经理,2026-01-09,approved
A003451,R003451,AR-01,E0001,部门经理,2025-12-25,approved
A003452,R003452,AR-01,E0005,部门经理,2025-07-03,approved
A003453,R003453,AR-01,E0009,部门经理,2025-12-30,approved
A003454,R003454,AR-01,E0005,部门经理,2025-07-10,approved
A003455,R003455,AR-01,E0005,部门经理,2025-05-28,approved
A003456,R003456,AR-01,E0001,部门经理,2025-01-26,approved
A003457,R003457,AR-01,E0005,部门经理,2025-05-06,approved
A003458,R003458,AR-01,E0007,部门经理,2025-11-15,approved
A003459,R003459,AR-01,E0009,部门经理,2025-12-14,approved
A003460,R003460,AR-01,E0006,部门经理,2025-07-12,approved
A003461,R003461,AR-01,E0008,部门经理,2025-01-17,approved
A003462,R003462,AR-01,E0005,部门经理,2025-02-28,approved
A003463,R003463,AR-01,E0006,部门经理,2025-12-26,approved
A003464,R003464,AR-01,E0008,部门经理,2025-04-24,approved
A003465,R003465,AR-01,E0001,部门经理,2025-12-23,approved
A003466,R003466,AR-01,E0005,部门经理,2025-07-30,approved
A003467,R003467,AR-01,E0005,部门经理,2025-05-03,approved
A003468,R003468,AR-01,E0005,部门经理,2026-01-01,approved
A003469,R003469,AR-01,E0008,部门经理,2025-03-04,approved
A003470,R003470,AR-01,E0004,部门经理,2025-12-31,approved
A003471,R003471,AR-01,E0007,部门经理,2025-07-02,approved
A003472,R003472,AR-01,E0007,部门经理,2025-02-16,approved
A003473,R003473,AR-01,E0002,部门经理,2025-08-10,approved
A003474,R003474,AR-01,E0001,部门经理,2025-05-03,approved
A003475,R003475,AR-01,E0007,部门经理,2025-03-10,approved
A003476,R003476,AR-01,E0008,部门经理,2025-10-27,approved
A003477,R003477,AR-01,E0006,部门经理,2025-07-02,approved
A003478,R003478,AR-01,E0008,部门经理,2025-04-02,approved
A003479,R003479,AR-01,E0005,部门经理,2025-10-13,approved
A003480,R003480,AR-01,E0007,部门经理,2025-09-04,approved
A003481,R003481,AR-01,E0004,部门经理,2025-04-17,approved
A003482,R003482,AR-01,E0007,部门经理,2025-09-27,approved
A003483,R003483,AR-01,E0006,部门经理,2025-09-13,approved
A003484,R003484,AR-01,E0005,部门经理,2025-07-05,approved
A003485,R003485,AR-01,E0009,部门经理,2025-10-25,approved
A003486,R003486,AR-01,E0004,部门经理,2025-11-21,approved
A003487,R003487,AR-01,E0006,部门经理,2025-06-10,approved
A003488,R003488,AR-01,E0005,部门经理,2025-04-07,approved
A003489,R003489,AR-01,E0008,部门经理,2025-05-09,approved
A003490,R003490,AR-01,E0008,部门经理,2025-05-19,approved
A003491,R003491,AR-01,E0007,部门经理,2025-06-21,approved
A003492,R003492,AR-01,E0004,部门经理,2025-12-04,approved
A003493,R003493,AR-01,E0005,部门经理,2025-02-08,approved
A003494,R003494,AR-01,E0001,部门经理,2025-09-03,approved
A003495,R003495,AR-01,E0004,部门经理,2026-01-06,approved
A003496,R003496,AR-01,E0006,部门经理,2025-09-23,approved
A003497,R003497,AR-01,E0005,部门经理,2025-09-07,approved
A003498,R003498,AR-02,E0001,部门经理,2025-04-25,approved
A003499,R003499,AR-01,E0006,部门经理,2025-05-07,approved
A003500,R003500,AR-01,E0005,部门经理,2025-12-04,approved
A003501,R003501,AR-01,E0004,部门经理,2026-01-12,approved
A003502,R003502,AR-01,E0008,部门经理,2025-07-23,approved
A003503,R003503,AR-01,E0002,部门经理,2025-03-29,approved
A003504,R003504,AR-01,E0005,部门经理,2025-10-08,approved
A003505,R003505,AR-01,E0010,部门经理,2025-05-09,approved
A003506,R003506,AR-01,E0004,部门经理,2025-09-03,approved
A003507,R003507,AR-01,E0005,部门经理,2025-11-10,approved
A003508,R003508,AR-01,E0004,部门经理,2025-07-15,approved
A003509,R003509,AR-01,E0008,部门经理,2025-08-08,approved
A003510,R003510,AR-01,E0001,部门经理,2025-06-28,approved
A003511,R003511,AR-01,E0008,部门经理,2025-08-24,approved
A003512,R003512,AR-01,E0001,部门经理,2025-05-09,approved
A003513,R003513,AR-01,E0001,部门经理,2025-03-04,approved
A003514,R003514,AR-01,E0001,部门经理,2025-05-17,approved
A003515,R003515,AR-01,E0006,部门经理,2026-01-04,approved
A003516,R003516,AR-01,E0003,部门经理,2025-02-08,approved
A003517,R003517,AR-01,E0002,部门经理,2025-08-18,approved
A003518,R003518,AR-01,E0004,部门经理,2025-12-09,approved
A003519,R003519,AR-01,E0007,部门经理,2025-09-27,approved
A003520,R003520,AR-01,E0006,部门经理,2025-05-08,approved
A003521,R003521,AR-01,E0005,部门经理,2025-04-02,approved
A003522,R003522,AR-01,E0006,部门经理,2025-04-27,approved
A003523,R003523,AR-01,E0003,部门经理,2025-04-12,approved
A003524,R003524,AR-01,E0001,部门经理,2025-11-03,approved
A003525,R003525,AR-01,E0001,部门经理,2025-10-14,approved
A003526,R003526,AR-01,E0005,部门经理,2025-08-05,approved
A003527,R003527,AR-01,E0002,部门经理,2026-01-13,approved
A003528,R003528,AR-01,E0006,部门经理,2025-11-22,approved
A003529,R003529,AR-01,E0005,部门经理,2026-01-12,approved
A003530,R003530,AR-01,E0006,部门经理,2025-05-15,approved
A003531,R003531,AR-01,E0008,部门经理,2025-09-16,approved
A003532,R003532,AR-01,E0001,部门经理,2025-09-05,approved
A003533,R003533,AR-01,E0004,部门经理,2025-04-22,approved
A003534,R003534,AR-01,E0005,部门经理,2025-03-05,approved
A003535,R003535,AR-01,E0009,部门经理,2025-06-15,approved
A003536,R003536,AR-01,E0007,部门经理,2025-12-13,approved
A003537,R003537,AR-01,E0003,部门经理,2025-09-05,approved
A003538,R003538,AR-01,E0001,部门经理,2025-03-22,approved
A003539,R003539,AR-01,E0005,部门经理,2025-04-25,approved
A003540,R003540,AR-01,E0008,部门经理,2025-06-14,approved
A003541,R003541,AR-01,E0004,部门经理,2025-12-22,approved
A003542,R003542,AR-01,E0004,部门经理,2025-01-26,approved
A003543,R003543,AR-02,E0005,部门经理,2025-06-07,approved
A003544,R003544,AR-01,E0003,部门经理,2026-01-07,approved
A003545,R003545,AR-01,E0008,部门经理,2025-07-02,approved
A003546,R003546,AR-01,E0008,部门经理,2025-07-29,approved
A003547,R003547,AR-01,E0008,部门经理,2025-04-13,approved
A003548,R003548,AR-01,E0008,部门经理,2026-01-15,approved
A003549,R003549,AR-01,E0004,部门经理,2025-07-03,approved
A003550,R003550,AR-01,E0001,部门经理,2025-06-14,approved
A003551,R003551,AR-01,E0004,部门经理,2025-04-08,approved
A003552,R003552,AR-01,E0005,部门经理,2025-05-25,approved
A003553,R003553,AR-01,E0004,部门经理,2025-12-31,approved
A003554,R003554,AR-01,E0009,部门经理,2025-06-10,approved
A003555,R003555,AR-01,E0004,部门经理,2026-01-09,approved
A003556,R003556,AR-01,E0004,部门经理,2025-04-01,approved
A003557,R003557,AR-01,E0006,部门经理,2025-08-12,approved
A003558,R003558,AR-01,E0004,部门经理,2025-10-26,approved
A003559,R003559,AR-01,E0001,部门经理,2025-01-14,approved
A003560,R003560,AR-01,E0006,部门经理,2025-06-28,approved
A003561,R003561,AR-01,E0003,部门经理,2025-03-15,approved
A003562,R003562,AR-01,E0006,部门经理,2025-07-01,approved
A003563,R003563,AR-01,E0005,部门经理,2025-10-28,approved
A003564,R003564,AR-01,E0004,部门经理,2025-11-04,approved
A003565,R003565,AR-01,E0006,部门经理,2025-03-06,approved
A003566,R003566,AR-01,E0002,部门经理,2025-04-27,approved
A003567,R003567,AR-01,E0001,部门经理,2025-10-30,approved
A003568,R003568,AR-01,E0005,部门经理,2025-02-26,approved
A003569,R003569,AR-01,E0001,部门经理,2026-01-04,approved
A003570,R003570,AR-01,E0006,部门经理,2025-02-03,approved
A003571,R003571,AR-01,E0006,部门经理,2025-12-29,approved
A003572,R003572,AR-01,E0006,部门经理,2025-06-17,approved
A003573,R003573,AR-01,E0010,部门经理,2025-03-09,approved
A003574,R003574,AR-01,E0003,部门经理,2025-05-02,approved
A003575,R003575,AR-01,E0006,部门经理,2025-12-26,approved
A003576,R003576,AR-01,E0001,部门经理,2025-05-13,approved
A003577,R003577,AR-01,E0001,部门经理,2025-07-16,approved
A003578,R003578,AR-01,E0007,部门经理,2025-07-05,approved
A003579,R003579,AR-01,E0005,部门经理,2025-07-14,approved
A003580,R003580,AR-01,E0004,部门经理,2025-10-31,approved
A003581,R003581,AR-01,E0003,部门经理,2026-01-06,approved
A003582,R003582,AR-01,E0004,部门经理,2025-10-01,approved
A003583,R003583,AR-01,E0002,部门经理,2025-10-10,approved
A003584,R003584,AR-01,E0010,部门经理,2025-03-24,approved
A003585,R003585,AR-01,E0004,部门经理,2025-05-15,approved
A003586,R003586,AR-01,E0008,部门经理,2025-11-06,approved
A003587,R003587,AR-01,E0007,部门经理,2025-10-06,approved
A003588,R003588,AR-01,E0009,部门经理,2025-12-30,approved
A003589,R003589,AR-01,E0009,部门经理,2026-01-08,approved
A003590,R003590,AR-01,E0004,部门经理,2025-07-27,approved
A003591,R003591,AR-01,E0003,部门经理,2025-06-22,approved
A003592,R003592,AR-01,E0001,部门经理,2025-11-26,approved
A003593,R003593,AR-01,E0003,部门经理,2025-10-23,approved
A003594,R003594,AR-01,E0004,部门经理,2025-08-17,approved
A003595,R003595,AR-01,E0005,部门经理,2026-01-07,approved
A003596,R003596,AR-01,E0006,部门经理,2025-03-27,approved
A003597,R003597,AR-01,E0006,部门经理,2025-11-20,approved
A003598,R003598,AR-01,E0006,部门经理,2025-12-27,approved
A003599,R003599,AR-01,E0002,部门经理,2026-01-06,approved
A003600,R003600,AR-01,E0006,部门经理,2025-04-03,approved
A003601,R003601,AR-01,E0001,部门经理,2025-06-12,approved
A003602,R003602,AR-01,E0006,部门经理,2025-01-20,approved
A003603,R003603,AR-01,E0009,部门经理,2025-12-14,approved
A003604,R003604,AR-01,E0006,部门经理,2025-05-24,approved
A003605,R003605,AR-01,E0001,部门经理,2025-12-28,approved
A003606,R003606,AR-01,E0005,部门经理,2025-02-24,approved
A003607,R003607,AR-01,E0004,部门经理,2025-11-22,approved
A003608,R003608,AR-01,E0002,部门经理,2025-08-23,approved
A003609,R003609,AR-01,E0006,部门经理,2025-12-17,approved
A003610,R003610,AR-01,E0009,部门经理,2026-01-08,approved
A003611,R003611,AR-01,E0007,部门经理,2025-01-12,approved
A003612,R003612,AR-01,E0001,部门经理,2026-01-10,approved
A003613,R003613,AR-01,E0005,部门经理,2025-06-13,approved
A003614,R003614,AR-01,E0008,部门经理,2025-04-07,approved
A003615,R003615,AR-01,E0005,部门经理,2025-05-23,approved
A003616,R003616,AR-01,E0003,部门经理,2025-10-28,approved
A003617,R003617,AR-01,E0010,部门经理,2026-01-15,approved
A003618,R003618,AR-01,E0009,部门经理,2025-08-13,approved
A003619,R003619,AR-01,E0009,部门经理,2026-01-01,approved
A003620,R003620,AR-01,E0004,部门经理,2025-11-22,approved
A003621,R003621,AR-01,E0004,部门经理,2026-01-05,approved
A003622,R003622,AR-01,E0005,部门经理,2025-04-23,approved
A003623,R003623,AR-01,E0006,部门经理,2026-01-07,approved
A003624,R003624,AR-01,E0002,部门经理,2025-07-09,approved
A003625,R003625,AR-01,E0005,部门经理,2025-05-11,approved
A003626,R003626,AR-01,E0005,部门经理,2025-11-19,approved
A003627,R003627,AR-01,E0006,部门经理,2025-03-29,approved
A003628,R003628,AR-01,E0005,部门经理,2025-01-27,approved
A003629,R003629,AR-01,E0008,部门经理,2025-06-20,approved
A003630,R003630,AR-01,E0004,部门经理,2025-07-31,approved
A003631,R003631,AR-01,E0006,部门经理,2025-10-24,approved
A003632,R003632,AR-01,E0006,部门经理,2025-12-12,approved
A003633,R003633,AR-01,E0005,部门经理,2025-09-21,approved
A003634,R003634,AR-01,E0004,部门经理,2025-07-15,approved
A003635,R003635,AR-01,E0004,部门经理,2025-10-29,approved
A003636,R003636,AR-01,E0004,部门经理,2026-01-11,approved
A003637,R003637,AR-01,E0003,部门经理,2025-09-24,approved
A003638,R003638,AR-01,E0009,部门经理,2025-12-22,approved
A003639,R003639,AR-01,E0004,部门经理,2026-01-08,approved
A003640,R003640,AR-01,E0010,部门经理,2025-01-27,approved
A003641,R003641,AR-01,E0007,部门经理,2025-08-12,approved
A003642,R003642,AR-01,E0001,部门经理,2025-03-27,approved
A003643,R003643,AR-01,E0006,部门经理,2025-10-29,approved
A003644,R003644,AR-01,E0009,部门经理,2026-01-11,approved
A003645,R003645,AR-01,E0001,部门经理,2025-12-15,approved
A003646,R003646,AR-01,E0005,部门经理,2025-06-08,approved
A003647,R003647,AR-01,E0002,部门经理,2025-11-07,approved
A003648,R003648,AR-01,E0006,部门经理,2026-01-10,approved
A003649,R003649,AR-01,E0006,部门经理,2025-04-20,approved
A003650,R003650,AR-01,E0008,部门经理,2025-10-14,approved
A003651,R003651,AR-01,E0004,部门经理,2025-11-01,approved
A003652,R003652,AR-01,E0004,部门经理,2025-12-25,approved
A003653,R003653,AR-01,E0004,部门经理,2025-05-23,approved
A003654,R003654,AR-01,E0007,部门经理,2025-06-22,approved
A003655,R003655,AR-01,E0004,部门经理,2025-05-31,approved
A003656,R003656,AR-02,E0006,部门经理,2025-08-30,approved
A003657,R003657,AR-01,E0001,部门经理,2026-01-03,approved
A003658,R003658,AR-01,E0008,部门经理,2025-04-28,approved
A003659,R003659,AR-01,E0008,部门经理,2025-05-11,approved
A003660,R003660,AR-01,E0003,部门经理,2025-07-11,approved
A003661,R003661,AR-01,E0006,部门经理,2025-11-09,approved
A003662,R003662,AR-01,E0001,部门经理,2025-06-05,approved
A003663,R003663,AR-01,E0004,部门经理,2025-08-30,approved
A003664,R003664,AR-01,E0009,部门经理,2025-08-15,approved
A003665,R003665,AR-01,E0003,部门经理,2025-09-28,approved
A003666,R003666,AR-01,E0007,部门经理,2025-02-01,approved
A003667,R003667,AR-01,E0004,部门经理,2025-09-21,approved
A003668,R003668,AR-01,E0006,部门经理,2025-10-25,approved
A003669,R003669,AR-01,E0001,部门经理,2025-09-26,approved
A003670,R003670,AR-01,E0008,部门经理,2025-04-19,approved
A003671,R003671,AR-01,E0010,部门经理,2025-08-30,approved
A003672,R003672,AR-01,E0008,部门经理,2025-12-07,approved
A003673,R003673,AR-01,E0007,部门经理,2025-02-07,approved
A003674,R003674,AR-01,E0005,部门经理,2025-12-18,approved
A003675,R003675,AR-01,E0006,部门经理,2025-05-15,approved
A003676,R003676,AR-01,E0004,部门经理,2025-07-20,approved
A003677,R003677,AR-01,E0008,部门经理,2025-12-22,approved
A003678,R003678,AR-01,E0004,部门经理,2025-07-01,approved
A003679,R003679,AR-01,E0010,部门经理,2025-12-23,approved
A003680,R003680,AR-01,E0006,部门经理,2026-01-03,approved
A003681,R003681,AR-01,E0001,部门经理,2026-01-15,approved
A003682,R003682,AR-01,E0001,部门经理,2025-08-27,approved
A003683,R003683,AR-01,E0005,部门经理,2025-04-18,approved
A003684,R003684,AR-01,E0001,部门经理,2025-02-13,approved
A003685,R003685,AR-01,E0007,部门经理,2025-11-19,approved
A003686,R003686,AR-01,E0001,部门经理,2025-08-18,approved
A003687,R003687,AR-01,E0006,部门经理,2025-12-16,approved
A003688,R003688,AR-01,E0005,部门经理,2025-05-28,approved
A003689,R003689,AR-01,E0006,部门经理,2025-06-12,approved
A003690,R003690,AR-01,E0006,部门经理,2025-05-13,approved
A003691,R003691,AR-01,E0003,部门经理,2026-01-10,approved
A003692,R003692,AR-01,E0003,部门经理,2025-12-23,approved
A003693,R003693,AR-01,E0002,部门经理,2025-12-20,approved
A003694,R003694,AR-01,E0006,部门经理,2026-01-07,approved
A003695,R003695,AR-01,E0008,部门经理,2025-09-06,approved
A003696,R003696,AR-01,E0008,部门经理,2025-09-26,approved
A003697,R003697,AR-01,E0009,部门经理,2025-03-11,approved
A003698,R003698,AR-01,E0006,部门经理,2025-03-16,approved
A003699,R003699,AR-01,E0002,部门经理,2025-08-28,approved
A003700,R003700,AR-01,E0002,部门经理,2025-02-16,approved
A003701,R003701,AR-01,E0001,部门经理,2025-05-15,approved
A003702,R003702,AR-01,E0008,部门经理,2026-01-10,approved
A003703,R003703,AR-01,E0001,部门经理,2025-12-24,approved
A003704,R003704,AR-01,E0006,部门经理,2026-01-15,approved
A003705,R003705,AR-01,E0009,部门经理,2025-05-25,approved
A003706,R003706,AR-01,E0004,部门经理,2026-01-06,approved
A003707,R003707,AR-01,E0007,部门经理,2025-10-12,approved
A003708,R003708,AR-01,E0007,部门经理,2025-03-22,approved
A003709,R003709,AR-01,E0006,部门经理,2025-02-05,approved
A003710,R003710,AR-01,E0004,部门经理,2025-07-30,approved
A003711,R003711,AR-01,E0003,部门经理,2025-05-07,approved
A003712,R003712,AR-01,E0010,部门经理,2025-12-28,approved
A003713,R003713,AR-01,E0006,部门经理,2025-08-09,approved
A003714,R003714,AR-01,E0005,部门经理,2025-09-18,approved
A003715,R003715,AR-01,E0010,部门经理,2025-03-23,approved
A003716,R003716,AR-01,E0008,部门经理,2025-04-18,approved
A003717,R003717,AR-01,E0004,部门经理,2025-06-06,approved
A003718,R003718,AR-01,E0001,部门经理,2025-12-28,approved
A003719,R003719,AR-01,E0009,部门经理,2025-10-21,approved
A003720,R003720,AR-01,E0006,部门经理,2025-03-06,approved
A003721,R003721,AR-01,E0006,部门经理,2025-09-16,approved
A003722,R003722,AR-01,E0001,部门经理,2025-09-15,approved
A003723,R003723,AR-01,E0006,部门经理,2025-08-24,approved
A003724,R003724,AR-01,E0008,部门经理,2025-12-20,approved
A003725,R003725,AR-01,E0006,部门经理,2025-05-01,approved
A003726,R003726,AR-01,E0007,部门经理,2025-10-07,approved
A003727,R003727,AR-01,E0008,部门经理,2026-01-14,approved
A003728,R003728,AR-01,E0004,部门经理,2025-06-28,approved
A003729,R003729,AR-01,E0008,部门经理,2025-02-06,approved
A003730,R003730,AR-01,E0006,部门经理,2025-02-16,approved
A003731,R003731,AR-01,E0004,部门经理,2025-08-06,approved
A003732,R003732,AR-01,E0002,部门经理,2025-04-24,approved
A003733,R003733,AR-01,E0001,部门经理,2025-11-26,approved
A003734,R003734,AR-01,E0002,部门经理,2025-07-29,approved
A003735,R003735,AR-02,E0001,部门经理,2025-12-30,approved
A003736,R003736,AR-01,E0006,部门经理,2025-03-31,approved
A003737,R003737,AR-01,E0006,部门经理,2025-06-18,approved
A003738,R003738,AR-01,E0005,部门经理,2025-03-21,approved
A003739,R003739,AR-01,E0008,部门经理,2025-06-20,approved
A003740,R003740,AR-01,E0001,部门经理,2025-11-18,approved
A003741,R003741,AR-01,E0006,部门经理,2025-10-14,approved
A003742,R003742,AR-01,E0009,部门经理,2025-01-05,approved
A003743,R003743,AR-01,E0006,部门经理,2025-04-24,approved
A003744,R003744,AR-01,E0001,部门经理,2026-01-12,approved
A003745,R003745,AR-01,E0006,部门经理,2026-01-14,approved
A003746,R003746,AR-01,E0001,部门经理,2025-02-26,approved
A003747,R003747,AR-01,E0005,部门经理,2026-01-02,approved
A003748,R003748,AR-01,E0006,部门经理,2025-06-19,approved
A003749,R003749,AR-01,E0005,部门经理,2025-10-18,approved
A003750,R003750,AR-01,E0004,部门经理,2025-03-21,approved
A003751,R003751,AR-01,E0004,部门经理,2025-12-27,approved
A003752,R003752,AR-01,E0003,部门经理,2025-12-28,approved
A003753,R003753,AR-01,E0002,部门经理,2025-07-02,approved
A003754,R003754,AR-01,E0003,部门经理,2025-02-13,approved
A003755,R003755,AR-01,E0006,部门经理,2025-08-28,approved
A003756,R003756,AR-01,E0004,部门经理,2026-01-05,approved
A003757,R003757,AR-01,E0006,部门经理,2025-12-18,approved
A003758,R003758,AR-01,E0005,部门经理,2025-11-10,approved
A003759,R003759,AR-01,E0004,部门经理,2025-08-15,approved
A003760,R003760,AR-01,E0009,部门经理,2025-11-11,approved
A003761,R003761,AR-01,E0002,部门经理,2025-02-05,approved
A003762,R003762,AR-01,E0005,部门经理,2026-01-15,approved
A003763,R003763,AR-01,E0001,部门经理,2025-11-06,approved
A003764,R003764,AR-01,E0002,部门经理,2025-12-21,approved
A003765,R003765,AR-01,E0005,部门经理,2026-01-05,approved
A003766,R003766,AR-01,E0006,部门经理,2025-01-31,approved
A003767,R003767,AR-01,E0004,部门经理,2025-10-25,approved
A003768,R003768,AR-01,E0007,部门经理,2025-04-28,approved
A003769,R003769,AR-01,E0005,部门经理,2025-01-27,approved
A003770,R003770,AR-01,E0008,部门经理,2025-10-16,approved
A003771,R003771,AR-01,E0004,部门经理,2025-11-19,approved
A003772,R003772,AR-01,E0001,部门经理,2025-06-15,approved
A003773,R003773,AR-01,E0004,部门经理,2025-10-31,approved
A003774,R003774,AR-01,E0005,部门经理,2025-03-25,approved
A003775,R003775,AR-01,E0006,部门经理,2025-04-09,approved
A003776,R003776,AR-01,E0002,部门经理,2025-09-23,approved
