record_id,employee_id,department_id,expense_date,reimburse_date,expense_type,amount,city_tier,nights,days,participants,special_approval,status,budget_year,invoice_no,vendor_name,invoice_date,employee_level,emp_dept_id,department_name,annual_budget
R003985,E0015,D004,2025-05-28,2025-07-22,travel_lodging,221.74,B,1,,,0,approved,2025,FP202500003985,"XX供应商7311",2025-05-28,E1,D004,"研究所",264890.39
R000464,E0056,D005,2025-05-28,2025-07-23,travel_lodging,345.14,C,1,,,0,approved,2025,FP202500000464,"XX供应商2353",2025-05-28,D1,D005,"机构业务部",278540.94
R001798,E0080,D009,2025-07-21,2025-07-24,travel_lodging,268.16,A,1,,,0,approved,2025,FP202500001798,"XX供应商1933",2025-07-21,E1,D009,"财务管理部",191300.0
R002201,E0049,D006,2025-06-25,2025-07-24,travel_lodging,221.8,B,1,,,0,approved,2025,FP202500002201,"XX供应商1725",2025-06-25,E1,D006,"运营管理部",340961.75
R002647,E0033,D001,2025-06-06,2025-07-24,travel_lodging,407.47,A,1,,,0,approved,2025,FP202500002647,"XX供应商3422",2025-06-06,E1,D001,"投资银行部",230395.17
R003326,E0018,D005,2025-06-23,2025-07-25,travel_lodging,627.47,C,2,,,0,approved,2025,FP202500003326,"XX供应商5736",2025-06-23,M1,D005,"机构业务部",278540.94
R000147,E0078,D006,2025-07-23,2025-07-26,travel_lodging,282.24,B,1,,,0,approved,2025,FP202500000147,"XX供应商2244",2025-07-23,E1,D006,"运营管理部",340961.75
R003358,E0072,D005,2025-07-20,2025-07-26,travel_lodging,772.99,B,2,,,0,approved,2025,FP202500003358,"XX供应商5986",2025-07-20,M1,D005,"机构业务部",278540.94
R000330,E0058,D007,2025-06-01,2025-07-27,travel_lodging,377.25,A,1,,,0,approved,2025,FP202500000330,"XX供应商6223",2025-06-01,E1,D007,"信息技术部",301500.0
R003154,E0018,D005,2025-06-02,2025-07-27,travel_lodging,2087.09,A,4,,,0,approved,2025,FP202500003154,"XX供应商9683",2025-06-02,M1,D005,"机构业务部",278540.94
R001772,E0073,D004,2025-07-12,2025-07-28,travel_lodging,297.67,B,1,,,0,approved,2025,FP202500001772,"XX供应商6485",2025-07-12,E1,D004,"研究所",264890.39
R002353,E0042,D008,2025-05-29,2025-07-28,travel_lodging,845.37,A,2,,,0,approved,2025,FP202500002353,"XX供应商8972",2025-05-29,M1,D008,"合规风控部",381600.0
R003255,E0029,D003,2025-06-22,2025-07-28,travel_lodging,807.53,B,2,,,0,approved,2025,FP202500003255,"XX供应商9608",2025-06-22,M1,D003,"财富管理部",109772.07
R003909,E0066,D003,2025-06-30,2025-07-28,travel_lodging,522.13,C,2,,,0,approved,2025,FP202500003909,"XX供应商4041",2025-06-30,M1,D003,"财富管理部",109772.07
R001302,E0033,D001,2025-06-02,2025-07-30,travel_lodging,328.91,B,1,,,0,approved,2025,FP202500001302,"XX供应商5779",2025-06-02,E1,D001,"投资银行部",230395.17
R001600,E0058,D007,2025-07-25,2025-07-30,travel_lodging,241.93,B,1,,,0,approved,2025,FP202500001600,"XX供应商7097",2025-07-25,E1,D007,"信息技术部",301500.0
R002695,E0029,D003,2025-06-30,2025-07-30,travel_lodging,635.54,C,2,,,0,approved,2025,FP202500002695,"XX供应商2700",2025-06-30,M1,D003,"财富管理部",109772.07
R000296,E0080,D009,2025-06-07,2025-07-31,travel_lodging,779.89,A,2,,,0,approved,2025,FP202500000296,"XX供应商2116",2025-06-07,E1,D009,"财务管理部",191300.0
R001848,E0014,D009,2025-06-01,2025-07-31,travel_lodging,315.73,B,1,,,0,approved,2025,FP202500001848,"XX供应商8972",2025-06-01,M1,D009,"财务管理部",191300.0
R001431,E0016,D008,2025-06-02,2025-08-01,travel_lodging,514.65,A,1,,,0,approved,2025,FP202500001431,"XX供应商2051",2025-06-02,M1,D008,"合规风控部",381600.0
R003059,E0077,D004,2025-07-25,2025-08-01,travel_lodging,277.77,A,1,,,0,approved,2025,FP202500003059,"XX供应商1415",2025-07-25,E1,D004,"研究所",264890.39
R002029,E0059,D006,2025-06-09,2025-08-02,travel_lodging,318.72,B,1,,,0,approved,2025,FP202500002029,"XX供应商3261",2025-06-09,E1,D006,"运营管理部",340961.75
R000272,E0026,D004,2025-06-22,2025-08-03,travel_lodging,370.67,A,1,,,0,approved,2025,FP202500000272,"XX供应商6980",2025-06-22,E1,D004,"研究所",264890.39
R001012,E0063,D004,2025-07-07,2025-08-03,travel_lodging,523.12,A,2,,,0,approved,2025,FP202500001012,"XX供应商4920",2025-07-07,E1,D004,"研究所",264890.39
R001683,E0026,D004,2025-06-29,2025-08-03,travel_lodging,673.65,C,3,,,0,approved,2025,FP202500001683,"XX供应商8356",2025-06-29,E1,D004,"研究所",264890.39
R001810,E0068,D006,2025-06-10,2025-08-03,travel_lodging,688.93,A,2,,,0,approved,2025,FP202500001810,"XX供应商6034",2025-06-10,E1,D006,"运营管理部",340961.75
R003942,E0067,D001,2025-06-30,2025-08-03,travel_lodging,386.57,A,1,,,0,approved,2025,FP202500003942,"XX供应商5536",2025-06-30,M1,D001,"投资银行部",230395.17
R002575,E0046,D001,2025-07-08,2025-08-04,travel_lodging,255.02,C,1,,,0,approved,2025,FP202500002575,"XX供应商1264",2025-07-08,E1,D001,"投资银行部",230395.17
R003862,E0033,D001,2025-06-16,2025-08-04,travel_lodging,363.61,A,1,,,0,approved,2025,FP202500003862,"XX供应商1488",2025-06-16,E1,D001,"投资银行部",230395.17
R000304,E0018,D005,2025-07-08,2025-08-05,travel_lodging,591.87,A,1,,,0,approved,2025,FP202500000304,"XX供应商1992",2025-07-08,M1,D005,"机构业务部",278540.94
R002934,E0036,D010,2025-06-08,2025-08-05,travel_lodging,244.67,B,1,,,0,approved,2025,FP202500002934,"XX供应商2819",2025-06-08,E1,D010,"人力资源部",164500.0
R003193,E0042,D008,2025-07-16,2025-08-06,travel_lodging,964.92,B,3,,,0,approved,2025,FP202500003193,"XX供应商5584",2025-07-16,M1,D008,"合规风控部",381600.0
R004175,E0042,D008,2025-07-28,2025-08-06,travel_lodging,1133.59,B,3,,,0,approved,2025,FP202500004175,"XX供应商3182",2025-07-28,M1,D008,"合规风控部",381600.0
R003116,E0023,D004,2025-07-02,2025-08-07,travel_lodging,612.51,A,1,,,0,approved,2025,FP202500003116,"XX供应商6534",2025-07-02,M1,D004,"研究所",264890.39
R003967,E0078,D006,2025-06-20,2025-08-07,travel_lodging,334.26,B,1,,,0,approved,2025,FP202500003967,"XX供应商7535",2025-06-20,E1,D006,"运营管理部",340961.75
R001044,E0061,D008,2025-08-06,2025-08-08,travel_lodging,426.99,A,1,,,0,approved,2025,FP202500001044,"XX供应商6182",2025-08-06,M1,D008,"合规风控部",381600.0
R002223,E0070,D006,2025-06-10,2025-08-08,travel_lodging,259.25,A,1,,,0,approved,2025,FP202500002223,"XX供应商5790",2025-06-10,E1,D006,"运营管理部",340961.75
R003372,E0027,D007,2025-07-23,2025-08-08,travel_lodging,838.7,C,2,,,0,approved,2025,FP202500003372,"XX供应商8724",2025-07-23,D1,D007,"信息技术部",301500.0
R003509,E0061,D008,2025-07-03,2025-08-08,travel_lodging,721.73,A,2,,,0,approved,2025,FP202500003509,"XX供应商1524",2025-07-03,M1,D008,"合规风控部",381600.0
R003473,E0021,D002,2025-07-11,2025-08-10,travel_lodging,197.53,C,1,,,0,approved,2025,FP202500003473,"XX供应商8945",2025-07-11,E1,D002,"固定收益部",107785.42
R001738,E0066,D003,2025-07-15,2025-08-11,travel_lodging,1040.49,B,3,,,0,approved,2025,FP202500001738,"XX供应商9338",2025-07-15,M1,D003,"财富管理部",109772.07
R000679,E0015,D004,2025-08-01,2025-08-12,travel_lodging,260.4,C,1,,,0,approved,2025,FP202500000679,"XX供应商3439",2025-08-01,E1,D004,"研究所",264890.39
R003035,E0038,D004,2025-07-11,2025-08-12,travel_lodging,1620.4,A,4,,,0,approved,2025,FP202500003035,"XX供应商4906",2025-07-11,M1,D004,"研究所",264890.39
R003299,E0044,D006,2025-07-02,2025-08-12,travel_lodging,1076.32,A,2,,,0,approved,2025,FP202500003299,"XX供应商9363",2025-07-02,D1,D006,"运营管理部",340961.75
R003557,E0076,D006,2025-07-31,2025-08-12,travel_lodging,288.69,A,1,,,0,approved,2025,FP202500003557,"XX供应商9576",2025-07-31,E1,D006,"运营管理部",340961.75
R003641,E0027,D007,2025-06-16,2025-08-12,travel_lodging,1058.55,B,2,,,0,approved,2025,FP202500003641,"XX供应商1576",2025-06-16,D1,D007,"信息技术部",301500.0
R003993,E0037,D008,2025-06-18,2025-08-12,travel_lodging,394.12,A,1,,,0,approved,2025,FP202500003993,"XX供应商6380",2025-06-18,E1,D008,"合规风控部",381600.0
R000902,E0041,D005,2025-07-05,2025-08-13,travel_lodging,321.31,B,1,,,0,approved,2025,FP202500000902,"XX供应商7090",2025-07-05,E1,D005,"机构业务部",278540.94
R001290,E0029,D003,2025-07-31,2025-08-13,travel_lodging,1531.14,A,3,,,0,approved,2025,FP202500001290,"XX供应商1501",2025-07-31,M1,D003,"财富管理部",109772.07
R002391,E0056,D005,2025-06-17,2025-08-13,travel_lodging,1344.3,B,3,,,0,approved,2025,FP202500002391,"XX供应商2773",2025-06-17,D1,D005,"机构业务部",278540.94
R002603,E0032,D005,2025-07-04,2025-08-13,travel_lodging,277.91,C,1,,,0,approved,2025,FP202500002603,"XX供应商5273",2025-07-04,E1,D005,"机构业务部",278540.94
R003618,E0014,D009,2025-06-29,2025-08-13,travel_lodging,1081.72,A,2,,,0,approved,2025,FP202500003618,"XX供应商8609",2025-06-29,M1,D009,"财务管理部",191300.0
R003382,E0015,D004,2025-06-26,2025-08-14,travel_lodging,566.37,C,2,,,0,approved,2025,FP202500003382,"XX供应商4613",2025-06-26,E1,D004,"研究所",264890.39
R000824,E0060,D006,2025-06-28,2025-08-15,travel_lodging,383.22,A,1,,,0,approved,2025,FP202500000824,"XX供应商6284",2025-06-28,E1,D006,"运营管理部",340961.75
R001060,E0057,D005,2025-06-17,2025-08-15,travel_lodging,522.11,B,2,,,0,approved,2025,FP202500001060,"XX供应商6210",2025-06-17,E1,D005,"机构业务部",278540.94
R001869,E0027,D007,2025-07-27,2025-08-15,travel_lodging,535.38,B,1,,,0,approved,2025,FP202500001869,"XX供应商5001",2025-07-27,D1,D007,"信息技术部",301500.0
R002429,E0024,D006,2025-07-06,2025-08-15,travel_lodging,669.63,A,2,,,0,approved,2025,FP202500002429,"XX供应商8080",2025-07-06,E1,D006,"运营管理部",340961.75
R002939,E0056,D005,2025-07-29,2025-08-18,travel_lodging,1116.98,C,2,,,0,approved,2025,FP202500002939,"XX供应商5930",2025-07-29,D1,D005,"机构业务部",278540.94
R003686,E0033,D001,2025-06-30,2025-08-18,travel_lodging,243.88,B,1,,,0,approved,2025,FP202500003686,"XX供应商2788",2025-06-30,E1,D001,"投资银行部",230395.17
R001098,E0068,D006,2025-08-07,2025-08-19,travel_lodging,642.25,B,2,,,0,approved,2025,FP202500001098,"XX供应商6109",2025-08-07,E1,D006,"运营管理部",340961.75
R001239,E0025,D001,2025-08-16,2025-08-19,travel_lodging,261.55,B,1,,,0,approved,2025,FP202500001239,"XX供应商7868",2025-08-16,E1,D001,"投资银行部",230395.17
R002113,E0057,D005,2025-08-17,2025-08-20,travel_lodging,332.29,B,1,,,0,approved,2025,FP202500002113,"XX供应商6133",2025-08-17,E1,D005,"机构业务部",278540.94
R003130,E0072,D005,2025-08-18,2025-08-20,travel_lodging,771.19,B,2,,,0,approved,2025,FP202500003130,"XX供应商1612",2025-08-18,M1,D005,"机构业务部",278540.94
R004225,E0007,D007,2025-08-15,2025-08-20,travel_lodging,900.0,A,1,,,0,approved,2025,FP2025X0004219,"XX注入供应商R004225",2025-08-15,D1,D007,"信息技术部",301500.0
R000365,E0060,D006,2025-08-05,2025-08-21,travel_lodging,1249.79,A,3,,,0,approved,2025,FP202500000365,"XX供应商4523",2025-08-05,E1,D006,"运营管理部",340961.75
R001244,E0062,D004,2025-07-17,2025-08-21,travel_lodging,513.44,B,2,,,0,approved,2025,FP202500001244,"XX供应商8894",2025-07-17,E1,D004,"研究所",264890.39
R001146,E0058,D007,2025-07-15,2025-08-22,travel_lodging,318.41,A,1,,,0,approved,2025,FP202500001146,"XX供应商3411",2025-07-15,E1,D007,"信息技术部",301500.0
R001373,E0061,D008,2025-08-03,2025-08-22,travel_lodging,333.8,B,1,,,0,approved,2025,FP202500001373,"XX供应商8189",2025-08-03,M1,D008,"合规风控部",381600.0
R000593,E0036,D010,2025-07-03,2025-08-24,travel_lodging,667.93,A,2,,,0,approved,2025,FP202500000593,"XX供应商8855",2025-07-03,E1,D010,"人力资源部",164500.0
R001307,E0079,D002,2025-07-01,2025-08-24,travel_lodging,715.42,B,2,,,0,approved,2025,FP202500001307,"XX供应商7314",2025-07-01,M1,D002,"固定收益部",107785.42
R000202,E0028,D009,2025-07-15,2025-08-25,travel_lodging,842.09,A,2,,,0,approved,2025,FP202500000202,"XX供应商5125",2025-07-15,E1,D009,"财务管理部",191300.0
R001839,E0078,D006,2025-08-17,2025-08-25,travel_lodging,1075.44,B,3,,,0,approved,2025,FP202500001839,"XX供应商5352",2025-08-17,E1,D006,"运营管理部",340961.75
R002461,E0047,D009,2025-07-14,2025-08-25,travel_lodging,671.23,A,2,,,0,approved,2025,FP202500002461,"XX供应商9098",2025-07-14,E1,D009,"财务管理部",191300.0
R003793,E0053,D010,2025-08-25,2025-08-26,travel_lodging,311.77,B,1,,,0,approved,2025,FP202500003793,"XX供应商3319",2025-08-25,E1,D010,"人力资源部",164500.0
R004171,E0050,D008,2025-08-10,2025-08-26,travel_lodging,556.87,C,1,,,0,approved,2025,FP202500004171,"XX供应商4338",2025-08-10,X1,D008,"合规风控部",381600.0
R000087,E0069,D002,2025-08-04,2025-08-28,travel_lodging,810.24,B,2,,,0,approved,2025,FP202500000087,"XX供应商3442",2025-08-04,M1,D002,"固定收益部",107785.42
R000143,E0024,D006,2025-07-02,2025-08-28,travel_lodging,815.99,A,2,,,0,approved,2025,FP202500000143,"XX供应商6651",2025-07-02,E1,D006,"运营管理部",340961.75
R000997,E0077,D004,2025-07-06,2025-08-28,travel_lodging,1259.56,A,4,,,0,approved,2025,FP202500000997,"XX供应商1846",2025-07-06,E1,D004,"研究所",264890.39
R002199,E0020,D008,2025-08-18,2025-08-29,travel_lodging,1263.98,A,3,,,0,approved,2025,FP202500002199,"XX供应商4576",2025-08-18,E1,D008,"合规风控部",381600.0
R001274,E0050,D008,2025-08-25,2025-08-31,travel_lodging,913.53,A,1,,,0,approved,2025,FP202500001274,"XX供应商5709",2025-08-25,X1,D008,"合规风控部",381600.0
R000980,E0027,D007,2025-07-19,2025-09-01,travel_lodging,993.66,C,2,,,0,approved,2025,FP202500000980,"XX供应商9593",2025-07-19,D1,D007,"信息技术部",301500.0
R001316,E0066,D003,2025-07-17,2025-09-01,travel_lodging,374.03,A,1,,,0,approved,2025,FP202500001316,"XX供应商3641",2025-07-17,M1,D003,"财富管理部",109772.07
R003050,E0017,D003,2025-07-04,2025-09-01,travel_lodging,794.95,A,1,,,0,approved,2025,FP202500003050,"XX供应商4601",2025-07-04,D1,D003,"财富管理部",109772.07
R001505,E0020,D008,2025-07-18,2025-09-02,travel_lodging,602.01,C,3,,,0,approved,2025,FP202500001505,"XX供应商1460",2025-07-18,E1,D008,"合规风控部",381600.0
R001964,E0028,D009,2025-07-29,2025-09-02,travel_lodging,321.62,A,1,,,0,approved,2025,FP202500001964,"XX供应商4063",2025-07-29,E1,D009,"财务管理部",191300.0
R000084,E0053,D010,2025-07-21,2025-09-03,travel_lodging,841.38,C,3,,,0,approved,2025,FP202500000084,"XX供应商4980",2025-07-21,E1,D010,"人力资源部",164500.0
R000696,E0055,D004,2025-07-18,2025-09-03,travel_lodging,1331.89,B,3,,,0,approved,2025,FP202500000696,"XX供应商8840",2025-07-18,D1,D004,"研究所",264890.39
R002412,E0072,D005,2025-07-20,2025-09-03,travel_lodging,577.67,A,1,,,0,approved,2025,FP202500002412,"XX供应商8529",2025-07-20,M1,D005,"机构业务部",278540.94
R003293,E0064,D004,2025-08-21,2025-09-03,travel_lodging,515.17,A,2,,,0,approved,2025,FP202500003293,"XX供应商6577",2025-08-21,E1,D004,"研究所",264890.39
R003961,E0060,D006,2025-08-28,2025-09-03,travel_lodging,314.33,B,1,,,0,approved,2025,FP202500003961,"XX供应商1608",2025-08-28,E1,D006,"运营管理部",340961.75
R001821,E0020,D008,2025-08-27,2025-09-04,travel_lodging,312.6,A,1,,,0,approved,2025,FP202500001821,"XX供应商1022",2025-08-27,E1,D008,"合规风控部",381600.0
R003383,E0015,D004,2025-07-08,2025-09-04,travel_lodging,394.37,A,1,,,0,approved,2025,FP202500003383,"XX供应商4703",2025-07-08,E1,D004,"研究所",264890.39
R002264,E0066,D003,2025-08-30,2025-09-05,travel_lodging,572.07,A,1,,,0,approved,2025,FP202500002264,"XX供应商2099",2025-08-30,M1,D003,"财富管理部",109772.07
R002837,E0077,D004,2025-09-01,2025-09-05,travel_lodging,264.1,C,1,,,0,approved,2025,FP202500002837,"XX供应商8305",2025-09-01,E1,D004,"研究所",264890.39
R003532,E0074,D001,2025-08-15,2025-09-05,travel_lodging,186.7,C,1,,,0,approved,2025,FP202500003532,"XX供应商7100",2025-08-15,E1,D001,"投资银行部",230395.17
R003537,E0017,D003,2025-07-16,2025-09-05,travel_lodging,979.05,A,2,,,0,approved,2025,FP202500003537,"XX供应商3546",2025-07-16,D1,D003,"财富管理部",109772.07
R002100,E0055,D004,2025-07-29,2025-09-06,travel_lodging,627.69,B,1,,,0,approved,2025,FP202500002100,"XX供应商1243",2025-07-29,D1,D004,"研究所",264890.39
R003157,E0061,D008,2025-07-27,2025-09-07,travel_lodging,738.71,B,2,,,0,approved,2025,FP202500003157,"XX供应商3254",2025-07-27,M1,D008,"合规风控部",381600.0
R003497,E0018,D005,2025-09-03,2025-09-07,travel_lodging,401.37,B,1,,,0,approved,2025,FP202500003497,"XX供应商8017",2025-09-03,M1,D005,"机构业务部",278540.94
R002495,E0021,D002,2025-08-10,2025-09-08,travel_lodging,292.52,B,1,,,0,approved,2025,FP202500002495,"XX供应商7764",2025-08-10,E1,D002,"固定收益部",107785.42
R002632,E0022,D007,2025-07-27,2025-09-08,travel_lodging,531.78,C,1,,,0,approved,2025,FP202500002632,"XX供应商2540",2025-07-27,D1,D007,"信息技术部",301500.0
R003074,E0046,D001,2025-07-23,2025-09-08,travel_lodging,564.5,B,2,,,0,approved,2025,FP202500003074,"XX供应商6620",2025-07-23,E1,D001,"投资银行部",230395.17
R003185,E0049,D006,2025-08-23,2025-09-08,travel_lodging,793.16,B,3,,,0,approved,2025,FP202500003185,"XX供应商1622",2025-08-23,E1,D006,"运营管理部",340961.75
R002140,E0080,D009,2025-09-07,2025-09-09,travel_lodging,306.34,A,1,,,0,approved,2025,FP202500002140,"XX供应商3710",2025-09-07,E1,D009,"财务管理部",191300.0
R002295,E0015,D004,2025-08-23,2025-09-09,travel_lodging,269.25,A,1,,,0,approved,2025,FP202500002295,"XX供应商3229",2025-08-23,E1,D004,"研究所",264890.39
R002350,E0035,D005,2025-07-20,2025-09-09,travel_lodging,807.45,B,2,,,0,approved,2025,FP202500002350,"XX供应商4767",2025-07-20,M1,D005,"机构业务部",278540.94
R002010,E0033,D001,2025-07-28,2025-09-10,travel_lodging,390.79,A,1,,,0,approved,2025,FP202500002010,"XX供应商5989",2025-07-28,E1,D001,"投资银行部",230395.17
R002897,E0021,D002,2025-07-26,2025-09-10,travel_lodging,1135.49,A,4,,,0,approved,2025,FP202500002897,"XX供应商3710",2025-07-26,E1,D002,"固定收益部",107785.42
R000481,E0057,D005,2025-07-24,2025-09-11,travel_lodging,697.93,B,2,,,0,approved,2025,FP202500000481,"XX供应商7778",2025-07-24,E1,D005,"机构业务部",278540.94
R002413,E0071,D010,2025-09-04,2025-09-11,travel_lodging,287.92,B,1,,,0,approved,2025,FP202500002413,"XX供应商6942",2025-09-04,E1,D010,"人力资源部",164500.0
R001305,E0026,D004,2025-08-18,2025-09-12,travel_lodging,1195.89,A,3,,,0,approved,2025,FP202500001305,"XX供应商2022",2025-08-18,E1,D004,"研究所",264890.39
R002278,E0048,D005,2025-07-25,2025-09-12,travel_lodging,457.08,A,1,,,0,approved,2025,FP202500002278,"XX供应商9598",2025-07-25,M1,D005,"机构业务部",278540.94
R000261,E0043,D005,2025-08-05,2025-09-14,travel_lodging,438.96,B,2,,,0,approved,2025,FP202500000261,"XX供应商2071",2025-08-05,E1,D005,"机构业务部",278540.94
R000630,E0024,D006,2025-09-12,2025-09-14,travel_lodging,1681.62,A,4,,,0,approved,2025,FP202500000630,"XX供应商3002",2025-09-12,E1,D006,"运营管理部",340961.75
R000081,E0044,D006,2025-07-28,2025-09-15,travel_lodging,1654.0,B,4,,,0,approved,2025,FP202500000081,"XX供应商6357",2025-07-28,D1,D006,"运营管理部",340961.75
R001412,E0014,D009,2025-07-23,2025-09-16,travel_lodging,1056.32,A,2,,,0,approved,2025,FP202500001412,"XX供应商3386",2025-07-23,M1,D009,"财务管理部",191300.0
R002706,E0075,D007,2025-09-07,2025-09-16,travel_lodging,2156.5,A,3,,,0,approved,2025,FP202500002706,"XX供应商5021",2025-09-07,D1,D007,"信息技术部",301500.0
R003531,E0020,D008,2025-09-04,2025-09-16,travel_lodging,382.33,C,2,,,0,approved,2025,FP202500003531,"XX供应商6268",2025-09-04,E1,D008,"合规风控部",381600.0
R003963,E0069,D002,2025-08-19,2025-09-16,travel_lodging,374.19,B,1,,,0,approved,2025,FP202500003963,"XX供应商9133",2025-08-19,M1,D002,"固定收益部",107785.42
R000412,E0061,D008,2025-07-23,2025-09-17,travel_lodging,1319.5,B,3,,,0,approved,2025,FP202500000412,"XX供应商1673",2025-07-23,M1,D008,"合规风控部",381600.0
R000898,E0029,D003,2025-08-28,2025-09-17,travel_lodging,337.98,B,1,,,0,approved,2025,FP202500000898,"XX供应商7311",2025-08-28,M1,D003,"财富管理部",109772.07
R000582,E0040,D001,2025-07-25,2025-09-18,travel_lodging,1593.45,A,2,,,0,approved,2025,FP202500000582,"XX供应商3490",2025-07-25,D1,D001,"投资银行部",230395.17
R000166,E0061,D008,2025-09-09,2025-09-19,travel_lodging,1101.82,A,3,,,0,approved,2025,FP202500000166,"XX供应商2792",2025-09-09,M1,D008,"合规风控部",381600.0
R004025,E0031,D006,2025-09-04,2025-09-19,travel_lodging,379.8,B,1,,,0,approved,2025,FP202500004025,"XX供应商3793",2025-09-04,M1,D006,"运营管理部",340961.75
R002316,E0059,D006,2025-09-10,2025-09-21,travel_lodging,348.2,B,1,,,0,approved,2025,FP202500002316,"XX供应商9774",2025-09-10,E1,D006,"运营管理部",340961.75
R003633,E0032,D005,2025-08-17,2025-09-21,travel_lodging,343.85,B,1,,,0,approved,2025,FP202500003633,"XX供应商1118",2025-08-17,E1,D005,"机构业务部",278540.94
R003667,E0038,D004,2025-09-01,2025-09-21,travel_lodging,820.4,B,2,,,0,approved,2025,FP202500003667,"XX供应商4918",2025-09-01,M1,D004,"研究所",264890.39
R001982,E0046,D001,2025-09-14,2025-09-23,travel_lodging,389.96,A,1,,,0,approved,2025,FP202500001982,"XX供应商7890",2025-09-14,E1,D001,"投资银行部",230395.17
R002456,E0035,D005,2025-07-31,2025-09-23,travel_lodging,341.58,B,1,,,0,approved,2025,FP202500002456,"XX供应商5737",2025-07-31,M1,D005,"机构业务部",278540.94
R002172,E0019,D006,2025-08-03,2025-09-24,travel_lodging,1649.31,A,3,,,0,approved,2025,FP202500002172,"XX供应商7169",2025-08-03,M1,D006,"运营管理部",340961.75
R002976,E0039,D002,2025-09-07,2025-09-26,travel_lodging,750.01,A,2,,,0,approved,2025,FP202500002976,"XX供应商8788",2025-09-07,E1,D002,"固定收益部",107785.42
R003669,E0067,D001,2025-08-09,2025-09-26,travel_lodging,805.55,B,2,,,0,approved,2025,FP202500003669,"XX供应商3444",2025-08-09,M1,D001,"投资银行部",230395.17
R004217,E0007,D007,2025-09-20,2025-09-26,travel_lodging,5200.0,A,7,,,0,approved,2025,FP2025X0004211,"XX注入供应商R004217",2025-09-20,D1,D007,"信息技术部",301500.0
R000032,E0051,D006,2025-08-10,2025-09-27,travel_lodging,946.48,B,3,,,0,approved,2025,FP202500000032,"XX供应商3262",2025-08-10,E1,D006,"运营管理部",340961.75
R001388,E0054,D001,2025-09-21,2025-09-27,travel_lodging,625.78,B,2,,,0,approved,2025,FP202500001388,"XX供应商6905",2025-09-21,E1,D001,"投资银行部",230395.17
R002646,E0027,D007,2025-08-17,2025-09-27,travel_lodging,595.15,B,1,,,0,approved,2025,FP202500002646,"XX供应商2170",2025-08-17,D1,D007,"信息技术部",301500.0
R002911,E0042,D008,2025-09-22,2025-09-27,travel_lodging,1070.14,B,3,,,0,approved,2025,FP202500002911,"XX供应商1656",2025-09-22,M1,D008,"合规风控部",381600.0
R003482,E0027,D007,2025-08-02,2025-09-27,travel_lodging,590.69,A,1,,,0,approved,2025,FP202500003482,"XX供应商9200",2025-08-02,D1,D007,"信息技术部",301500.0
R003519,E0022,D007,2025-08-27,2025-09-27,travel_lodging,1172.26,A,2,,,0,approved,2025,FP202500003519,"XX供应商8820",2025-08-27,D1,D007,"信息技术部",301500.0
R002009,E0021,D002,2025-08-21,2025-09-28,travel_lodging,746.04,A,2,,,0,approved,2025,FP202500002009,"XX供应商8454",2025-08-21,E1,D002,"固定收益部",107785.42
R002162,E0033,D001,2025-09-09,2025-09-28,travel_lodging,1637.64,A,4,,,0,approved,2025,FP202500002162,"XX供应商6781",2025-09-09,E1,D001,"投资银行部",230395.17
R003987,E0032,D005,2025-09-21,2025-09-28,travel_lodging,546.43,C,2,,,0,approved,2025,FP202500003987,"XX供应商3423",2025-09-21,E1,D005,"机构业务部",278540.94
R002974,E0037,D008,2025-08-06,2025-09-29,travel_lodging,276.68,B,1,,,0,approved,2025,FP202500002974,"XX供应商1254",2025-08-06,E1,D008,"合规风控部",381600.0
R003306,E0028,D009,2025-08-21,2025-09-29,travel_lodging,752.4,A,2,,,0,approved,2025,FP202500003306,"XX供应商9455",2025-08-21,E1,D009,"财务管理部",191300.0
R004218,E0007,D007,2025-09-23,2025-09-29,travel_lodging,5200.0,A,7,,,0,approved,2025,FP2025X0004212,"XX注入供应商R004218",2025-09-23,D1,D007,"信息技术部",301500.0
R000224,E0063,D004,2025-08-20,2025-09-30,travel_lodging,227.14,C,1,,,0,approved,2025,FP202500000224,"XX供应商9103",2025-08-20,E1,D004,"研究所",264890.39
R002493,E0024,D006,2025-09-22,2025-09-30,travel_lodging,263.22,B,1,,,0,approved,2025,FP202500002493,"XX供应商1191",2025-09-22,E1,D006,"运营管理部",340961.75
R003919,E0020,D008,2025-08-20,2025-09-30,travel_lodging,399.29,A,1,,,0,approved,2025,FP202500003919,"XX供应商4271",2025-08-20,E1,D008,"合规风控部",381600.0
R002174,E0035,D005,2025-08-04,2025-10-01,travel_lodging,368.0,A,1,,,0,approved,2025,FP202500002174,"XX供应商3031",2025-08-04,M1,D005,"机构业务部",278540.94
R002726,E0075,D007,2025-09-12,2025-10-01,travel_lodging,1210.63,A,2,,,0,approved,2025,FP202500002726,"XX供应商9528",2025-09-12,D1,D007,"信息技术部",301500.0
R001153,E0020,D008,2025-09-21,2025-10-02,travel_lodging,331.89,A,1,,,0,approved,2025,FP202500001153,"XX供应商4120",2025-09-21,E1,D008,"合规风控部",381600.0
R001192,E0048,D005,2025-09-20,2025-10-02,travel_lodging,275.63,C,1,,,0,approved,2025,FP202500001192,"XX供应商2916",2025-09-20,M1,D005,"机构业务部",278540.94
